qstr_cloak_green|capa verde
qstr_Polearms_|Armas de Haste, 
qstr_Bows_|Arcos, 
qstr_Throwing_weapons_|Armas de Arremesso, 
qstr_Slings_|Estilingues, 
qstr_It_s_your_money_or_y|É seu dinheiro ou sua vida, {amigo/menina}. Não se mova, ou lamentará amargamente!
qstr_Lucky_for_you_you_ca|Para a sua sorte, estou de bom humor. Dê-nos todo o dinheiro e talvez {o/a} deixaremos viver.
qstr_This_a_robbery_eh?_I|Isto é um assalto, hã? Dou-lhe a possibilidade de dar-me tudo o que tem, caso contrário meus amigos e eu {o/a} mataremos. Entendido?!
qstr__Your_riding_skill_h| Sua habilidade de montaria foi aumentada em 1.
qstr__Your_power_draw_ski| Sua habilidade de potência de tensionamento foi aumentada em 1.
qstr__Your_horse_archery_| Sua habilidade de arquearia montada foi aumentada em 1.
qstr__Your_power_throw_sk| Sua habilidade de potência de arremesso foi aumentada em 1.
qstr__Your_power_strike_s| Sua habilidade de potência de golpe foi aumentada em 1.
qstr__Your_ironflesh_skil| Sua habilidade de pele de ferro de golpe foi aumentada em 1.
qstr__Your_shield_skill_h| Sua habilidade de maestria em escudos foi aumentada em 1.
qstr__Your_athletics_skil| Sua habilidade de atletismo foi aumentada em 1.
qstr_A_duel_that_sounds_l|Um duelo, isso soa como uma ideia interessante. Poderíamos contar os pontos e ver quem é melhor no combate!
qstr_Ah_so_you_wish_to_be|Ah, então deseja se derrotado po mim de novo, eh? Acho que vou lhe ensinar outra lição a respeito da arte dos duelos
qstr_You_may_have_won_mor|Você pode ter vencido mais duelos do que eu, mas isso vai mudar hoje!
qstr_We_seem_to_be_evenly|Parece que somos iguais, então outro duelo deve ser interessante para um desempate.
qstr_You_should_not_be_se|Você não deveria estar lendo esse texto.
qstr_I_accept_your_challe|Aceito seu desafio.^Deseja lutar a cavalo ou a pé?
qstr_I_accept_your_challen|Aceito seu desafio. ^Vamos escolher nossas armas.
qstr_horseback|a cavalo
qstr_foot|a pé
qstr_our_own_weapons|nossas próprias armas
qstr_sword_and_shield|espada e escudo
qstr_two_handed_weapons|armas de duas mãos
qstr_light_armor_and_rang|armadura leve e armas de longo alcance
qstr_Click_TAB_for_begin_|Clique TAB para começar o duelo agora, por favor.
qstr_we_have_made_very_li|progredimos muito pouco até o momento
qstr_we_have_suceeded_in_|conseguimos ganhar algum território, mas ainda nos falta muito para chegar
qstr_we_have_become_a_sig|nos convertemos em uma força significativa, e temos possibilidades de vitória
qstr_we_are_winning_the_w|estamos ganhando a guerra, mas nossos inimigos ainda resistem.
qstr_we_are_on_the_verge_|estamos a ponto de alcançar a vitória. Os inimigos que restam não são uma ameaça, mas ainda devemos acabar com eles.
qstr_{s16}_and_{s15}|{s16} e {s15}
qstr_Your_kingdom_has_no_|Seu reino não possui uma cultura específica
qstr_Your_kingdom_culture|A cultura do seu Reino é: {s11}
qstr_The_goverment_of_the|O governante do {s10} é {s4}.
qstr_The_upper_class_soci|A classe alta da sociedade é {s5}.
qstr_The_people_are_{s6}.|As pessoas são {s6}.
qstr_The_troops_have_{s7}|As tropas têm {s7}.
qstr_The_government_s_app|A abordagem do governo ao comércio é {s0}.
qstr_Our_goverment_is_{s4|Nosso governo é {s4}.
qstr_Our_people_are_{s6}.|Nosso povo é {s6}.
qstr_Our_troops_have_{s7}|Nossas tropas têm {s7}.
qstr_Our_approach_to_trad|Nossa abordagem ao comércio é {s0}.
qstr_According__to_the_re|De acordo com o relatório de nossos espiões
qstr_{s10}_{reg3}_lords_s|{s10} {reg3} lordes apoiam {s9}.
qstr_Sorry_currently_I_ca|Desculpe, atualmente eu não posso prover nenhuma informação sobre a vontade dos lordes, nossos espiões ainda não nos relataram.
qstr_{s11}_and_{s12}|{s11} e {s12}
qstr_We_are_not_at_war_wi|Não estamos em guerra com ninguém.
qstr_We_are_at_war_with_{|Estamos em guerra com o {s12}.
qstr_Our_kingdom_currentl|Atualmente nosso reino possui {reg2} soldados
qstr_{s6}_garrisoned_in_{|{s6} guarnecidos em {reg2} cidades
qstr_{s6}_and_{reg2}_cast|{s6} e {reg2} castelos.
qstr_{s6}_In_addition_we_|{s6} Além disso temos {reg2} soldados no campo.
qstr_We_currently_have_{r|Atualmente nós temos {reg2} soldados
qstr_{s6}_In_addition_you|{s6} Além disso você tem {reg2} soldados em seu exército e {reg3} soldados em patrulhas.
qstr_He_fields_{reg2}_sol|Eles carrega {reg2} soldados.
qstr_We_currently_have_{re|Atualmente temos {reg2} soldados guarnecidos em {s60}.
qstr_You_are_preferring_m|Você está priorizando unidades de corpo a corpo.
qstr_You_are_preferring_r|Você está preferindo unidades de longa distância.
qstr__and_the_additional_| e os treinadores adicionais
qstr_We_currently_have_an|Atualmente temos uma renda  de {reg0} denares e os gastos de {reg1} denares de feudos e guarnições.
qstr_{s6}_We_are_losing_{|{s6} Nós estamos perdendo {reg0} denares devido a ineficácia dos impostos. O que representa {reg1} por cento.
qstr_{s6}_Overall_this_su|{s6} De modo geral resume-se a {reg0} denares.
qstr_{reg0}_denars|{reg0} denares
qstr_no|não
qstr_{s60}_is_currently_o|Atualmente {s60} está ocupado por bandidos você precisa expulsá-los o mais rápido possível.
qstr__We_are_expecting_{r| Estamos esperando rendas de {reg0} denares
qstr__The_troop_wages_for| O salários para {reg0} tropas nos custará {reg1} denares.
qstr_{s61}_and_{reg0}_den|{s61} e tarifas de {reg0} denares
qstr_Well_{s60}.|Bem, {s60}.
qstr_{s4}_{s3}._The_tax_r|{s4} {s3}. A taxa de imposto é {s50}.{s59}{s61}. De modo geral, resume-se a {s62} denares.
qstr_Tax_rate_for_{s6}:_{|A taxa de imposto para {s6}: {s11}
qstr_The_{s17}_has_the_fol|{s17} possui as seguintes melhorias: {s18}.
qstr_You_have_left_the_se|Você deixou o serviço de {s21}.
qstr_You_have_shown_great|Você mostrou grande força nos campos de batalha. Mas porque eu devo alistá-l{o/a} conosco?
qstr_All_of_life_is_about|Tudo na vida é sobre prós e contras. Porque devemos permitir que você seja {nosso companheiro/nossa companheira}?
qstr_I_know_people_do_fea|Eu sei, as pessoas temem a sua dureza. Nós deveríamos?
qstr_Indeed_I_have_heard_|De fato, eu ouvi falar de sua lealdade e valor. Mas isso é o suficiente para se juntar a nós?
qstr_I_m_glad_you_want_to|Estou feliz que você queira nos apoiar. Mas, seria sábio para você, afiliar-se à nossa família?
qstr_Beside_your_wealth_h|Além de sua riqueza, como você poderia servir a mim e minha família?
qstr_My_friend_I_see_your|{Meu amigo/Minha amiga}, entendo seu pensamento. Mas você realmente arriscaria estreitar nossa amizade entrando em uma parceria formal?
qstr_Agreed!_Your_words_c|Concordo! Suas palavras me convencem tanto quanto sua lâmina.
qstr_I_trust_you_my_famil|Confio em você, minha família poderia usar sua plenitude de recursos. Juntos espalharemos nossa influência por toda Calradia.
qstr_May_God_have_mercy_o|Que Deus tenha misericórdia da alma de nossos inimigos, porque nós não teremos!
qstr_So_be_it._We_are_hon|Que assim seja. Estamos honrados em recebêl{o/a} em nossa família.
qstr__I_will_appreciate_y| Irei apreciá-l{o/a} tanto quanto {um filho/uma filha}.
qstr_I_accept_your_reques|Eu aceito seu pedido. Apoiaremos você se você apoiar minha família.
qstr_Since_you_have_turne|Desde que você se tornou um digno companheiro, você deverá ser digno para toda nossa família.
qstr_Your_leader_is_not_e|Seu líder não é nem mesmo um rei e você quer que eu me junte a você?
qstr_{s40}_I_would_never_|{s40} Eu nunca me juntaria a alguém que não possui uma cidade ou castelo.
qstr_{s40}_I_know_too_lit|{s40} Eu sei muito pouco acerca do seu líder.
qstr_{s40}_I_found_your_m|{s40} Achei seu mensageiro pouco convincente.
qstr_{s40}_Next_time_I_wo|{s40} Da próxima vez eu preferiria falar com alguém que não age como um tolo.
qstr_{s40}_Next_time_I_wou|{s40} Na próxima vez eu preferiria falar com alguém mais versado em cortesias e boas amneiras.
qstr_{s40}_I_rather_stay_|{s40} Eu prefiro ficar com o meu atual rei.
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}
qstr_{playername}_when_we|{playername}, quando iniciei minha longa jornada, pouca gente teve a coragem de me apoiar. Muito menos ainda de arriscar sua vida por minha causa. Mas você não pensou duas vezes e avançou contra meus inimigos. Passamos por muitas coisas juntos, e houve momentos em que eu quase perdi a esperança. Mas com a ajuda dos Céus fomos prevalecidos. Agora é tempo de abandoná-lo e tomar o que é meu por direito. De hoje em diante assumirei a grande responsabilidade de governar {s3}. Sei, porém, que ainda nos esperam muitos desafios... e conto com sua ajuda para superá-los. E é claro, não haverá melhor vassalo para mim que você.
qstr_Find_and_speak_with_{|Encontre e fale com {s3} do {s4} para dar-lhe seu juramento de homenagem.
qstr__We_will_of_course_n| Evidentemente teremos que esperar até que o reino não esteja em campanha.
qstr__{s1}_has_been_accep| {s1} foi aceito como um vassalo do {s2}.
qstr_I_am_{s4}_the_ruler_|Sou o {s4}, o soberano do {s6}
qstr_I_am_{s4}_{s8}_of_{s|Sou o {s4}, {s8} do {s9}
qstr_I_am_{s4}_a_vassal_o|Sou o {s4}, um vassalo do {s6}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5? e lorde de {s8}.:.
qstr_{s13}_asked_you_to_g|{s13} lhe pediu que reúna {reg3} cabeças de gado e as leve para ele.
qstr_{s9}_wants_you_to_fol|{s9} quer que você siga seu exército até novo aviso.
qstr_{s9}_asked_you_to_sc|{s9} lhe pediu que explore {s13}, {s14} e {s15}, e que depois o informe do que encontrou.
qstr_pupil|pupilo
qstr_you|seu reino
qstr_You_are_challenging_|Você ousa me desafiar para um duelo? Que engraçado! Como queira, {playername}, será um bom passatempo derrotá-lo tão facilmente.
qstr_Well_well_well!_A_Lo|Ora ora ora! Uma Carta de Amor! E ela veio de {s9}, quem diria, é como o pote de ouro no fim do arco-íris! Sempre tive um desejo secreto pela boa senhora! Esta é realmente uma boa notícia, {playername}. Por favor, volte logo e leve minhas felicitações.
qstr_Well_well_well!_A_Lov|Ora ora ora! Uma Carta de Amor! Que excitante. Espere, o que é isso? {s9}? Isso é uma piada, {playername}? Só um pai poderia amar essa égua. Arrhh! Vá embora!
qstr_{s16}_and_{s17}|{s16} e {s17}
qstr_Very_well_I_will_acc|Muito bem, lhe aceito novamente entre minhas fileiras, caso volte a jurar-me sua lealdade uma vez mais...
qstr_A_pardon_will_only_b|Somente lhe perdoarei se você me ceder {s17}. Está de acordo?
qstr_No._There_is_no_chan|Não. Não há a possibilidade de paz entre nós, isso não me interessa.
qstr_{s1}_exchanged_{s2}_|{s1} trocar {s2} para {s3} por {s4}.
qstr_Our_marshal_{s1}|Nosso marechal, o {s1}
qstr_Our_liege_{s1}|Nosso soberano, o {s1}
qstr_go_on_the_offensive_|marchar para a guerra agora.
qstr_act_to_defend_our_la|organizar a defesa de nossas terras.
qstr_take_more_time_to_ga|dedicar mais tempo para reunir o exército.
qstr_You_promised_to_help|Você prometeu ajudar {s13} a reclamar o trono do {s14}.
qstr_Item_added_to_player|Item adicionado ao inventário.
qstr_What_do_you_say_to_e|Você já considerou entrar a serviço do {s9} como capitão mercenário? Não tenho a menor dúvida de que estaria à altura.
qstr_{s9}_asked_you_to_ta|O {s9} lhe pediu que leve uma mensagem ao {s13}. O {s13} supostamente estava em {s4} quando esta missão foi designada.
qstr_{s9}_asked_you_to_tak|O {s9} lhe pediu que leve uma mensagem ao {s13} do {s15}. O {s13} supostamente estava em {s4} quando esta missão foi designada.
qstr_{s9}_asked_you_to_take|O {s9} lhe pediu que leve uma mensagem ao {s13} do {s15}. O {s13} supostamente estava em {s4} quando esta missão foi designada.
qstr_{s11}_asked_you_to_e|O {s11} lhe pediu que escolte sua {s17} {s13} a {s14}.
qstr_{s13}_asked_you_to_d|O {s13} lhe pediu que se livre dos bandidos que ocuparam a aldeia de {s15} e que depois retorne para informá-lo.
qstr_{s9}_asked_you_to_ra|O {s9} lhe pediu que leve para ele {reg1} {s14}.
qstr_{s9}_asked_you_to_fi|{s9} lhe pediu que encontre {reg1} {s14} e traga-o para ele.
qstr_{s9}_asked_you_to_fin|{s9} lhe pediu que encontre {reg1} barris de vinho e leve-os para ele.
qstr_{s9}_asked_you_to_de|{s9} lhe pediu para lidar com alguns usurpadores.
qstr_{s9}_of_{s4}_asked_y|{s9} de {s4} pediu para você caçar as tropas de elite que desafiam seu governo.
qstr_{s9}_asked_you_to_co|O {s9} lhe pediu que arrecade os impostos de {s3}. Foi-lhe oferecido um quinto de todo o dinheiro que arrecadar.
qstr_{s9}_asked_you_to_hu|O {s9} lhe pediu que dê caça a um fugitivo conhecido como {s4}. Acredita-se que atualmente ele esteja escondido em {s3}.
qstr_{s9}_asked_you_to_as|O {s9} lhe pediu que assassine um mercador local de {s3}.
qstr_{s9}_has_asked_you_t|O {s9} lhe pediu que se encontre com um espião em {s13}.
qstr_{s11}_asked_you_to_f|O {s11} lhe pediu que siga um espião que sairá de {s12}. Você deve ter o cuidado de não deixar que ele {o/a} aviste no caminho, caso contrário poderia suspeitar e dar a volta. Uma vez que o espião tenha se encontrado com seu cúmplice, você deverá capturá-los e levá-los de volta a {s11}.
qstr_{s11}_asked_you_to_c|O {s11} lhe pediu que capture um lorde do {s13}, qualquer lorde, e que depois o leve a {s11} para retê-lo lá.
qstr_{s9}_asked_you_to_le|O {s9} lhe pediu que empreste a ele seu companheiro, {s3}, durante uma semana.
qstr_{s9}_asked_you_to_col|O {s9} lhe pediu que recolha uma dívida de {reg4} denares, que o {s3} deve a ele. {s3} estava em {s4} quando esta missão foi designada.
qstr_{s11}_gave_you_a_fak|O {s11} lhe entregou uma carta falsa para enganar o {s13} e fazer com que ele desterre seu vassalo, {s16}. Você deve aproximar-se de {s14}, dar a carta a um de seus {s15} e enviá-lo à cidade como mensageiro, fazendo-lhe acreditar que suas ordens são autênticas.
qstr_{s9}_has_requested_y|O {s9} lhe pediu que leve para ele {reg1} {s3} como prisioneiros.
qstr_Lend_your_experience|Empreste seu cirurgião especialista, {s3}, ao {s1}.
qstr_Then_take_it_with_my|Então tome-o, junto com meus eternos agradecimentos. Você é {um nobre cavaleiro/uma nobre dama}. Nunca esquecerei que me ajudou quando mais precisei.
qstr_Forgive_me_{playerna|Perdoe-me, {playername}, mas devo insistir que aceite. O dinheiro não significa muito para mim, e lhe devo muito. Por favor, aceite-o e não falaremos mais do assunto.
qstr_{playername}_what_a_|{playername}, que {bom homem/boa mulher} você é... mas não permitirei que rejeite isto. Eu devo-lhe mais do que posso pagar, e tenho certeza de que usará este dinheiro melhor do que eu.
qstr_{s11}_asked_you_to_r|{s11} lhe pediu que resgate seu {s17}, {s13}, de {s14} trocando de roupas com ele e tomando seu lugar na prisão.
qstr_{s11}_asked_you_to_re|{s11} lhe pediu que resgate seu {s17}, {s13}, de {s14}.
qstr_{s11}_asked_you_to_d|{s11} lhe pediu que entregue uma mensagem ao {s13}, que está preso em {s14}.
qstr_You_agreed_to_challe|Você concordou em desafiar o {s13} para defender a honra de {s11}.
qstr_You_agreed_to_challen|You agreed to challenge {s13} to undermine their popularity.
qstr_You_agreed_to_take_t|You agreed to take the painting to a dealer in antiquities near Praven
qstr_{s9}_asked_you_to_take_|{s9} lhe pediu que entregue uma mensagem ao {s13}. {s13} supostamente estava em {s4} quando esta missão foi designada.
qstr_{s5}__Persuasion_str|{s5} (Força de persuasão: {reg5})
qstr_Persuasion_Attempt|Tentativa de persuasão
qstr_head|cara
qstr_tail|coroa
qstr_{s12}_and_{s11}|{s12} e {s11}
qstr_You_can_find_book_me|Você pode encontrar o mercador de livros em {s11}.
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|Você pode encontrar o corretor de resgates em {s11}.
qstr_You_can_find_wanderi|Você pode encontrar um mercador andarilho em {s11}.
qstr_You_can_find_troop_r|Você pode encontrar um recrutador de tropas em {s11}.
qstr_A_villager_from_{s7}|Um aldeão de {s7} lhe implorou para que salve sua aldeia dos bandidos que se refugiaram nela.
qstr_You_chose_well_{s0}.|Você escolheu bem, {s0}. Meus {reg65?companheiros:rapazes} sabem como manter sua palavra e ganhar seus salários.
qstr_Well_done_{s0}._Keep|Muito bem, {s0}. Mantenha o dinheiro e o vinho em nosso caminho e não haverá inimigo em Calradia que você precise temer.
qstr_We_are_at_your_servi|Estamos a seu serviço, {senhor/senhora}. Diga-nos a quem precisa ensinar uma lição, e nós faremos o resto.
qstr_The_Guildmaster_of_{|O mestre da guilda de {s13} lhe pediu que se encarregue dos saqueadores que assolam seus territórios.
qstr_{s9}_of_{s3}_asked_y|O {s9} de {s3} lhe pediu que entregue {reg5} unidades de {s6} à taverna de {s4} em um prazo de sete dias.
qstr_Escort_the_merchant_|Escolte a caravana de mercadores que se dirige para {s8}.
qstr_Merchant_{s9}_of_{s4|O mercador {s9} de {s4} lhe pediu que dê caça aos bandidos problemáticos que vagueiam próximos da cidade.
qstr_Merchant_{s9}_of_{s4}|O Mercador {s9} de {s4} lhe pediu para caçar os ladrões de queijo nas proximidades da cidade.
qstr_{s9}_asked_you_to_dea|O {s9} lhe pediu para você lidar com os bebuns em {s3}.
qstr_Oh_and_these_fellows|Ah, e esses caras lutam sujo. Pegue isso.
qstr_Guildmaster_of_{s4}_|O Mestre da Guilda de {s4} lhe deu {reg12} denares para que pague o resgate de uma donzela capturada por bandidos. Você deve encontrar-se com os bandidos perto de {s3} e pagar o resgate. Depois, deverá retornar com a donzela para {s4}.
qstr_Guildmaster_of_{s4}_p|O Mestre da Guilda de {s4} lhe prometeu {reg12} denares se você assegurar que {s12} e {s13} não sejam uma ameaça para o tratado de paz entre {s15} e {s14}. Para conseguir isso, você deve convencê-los ou capturá-los e prendê-los até que o tratado seja firmado.
qstr_The_Guildmaster_of_{s|O Mestre da Guilda de {s14} lhe pediu que dê cargo de um grupo de bandidos que está aterrorizando as ruas de {s14}. Os bandidos só saem à noite e atacam unicamente pedestres que caminham sozinhos.
qstr_Guildmaster_of_{s10}|O Mestre da Guilda de {s10} lhe pediu que leve um rebanho de gado para {s13}. Em troca, você ganhará {reg8} denares.
qstr_my_men|my men
qstr_He_is_not_commanding|Neste momento você não está ao comando de nenhum homem.
qstr_He_currently_command|Atualmente você está ao comando de {reg0} homens{reg1?, dos quais {reg1} estão feridos:}.
qstr_The_elder_of_the_vil|O ancião da aldeia de {s3} lhe pediu que leve para ele {reg5} sacos de trigo.
qstr_The_Village_Elder_of|O Ancião da Aldeia de {s4} lhe pediu para caçar os contrabandistas que fugiram da sua aldeia. Ele disse que todos os três grupos estão indo para {s3}.
qstr_Escort_the_scholars_|Escolte os estudiosos para a cidade de {s8}.
qstr_Elder_of_{s4}_asked_|O Ancião de {s4} lhe pediu para pagar o resgate de uma camponesa sequestrada por bandidos. Você deve encontrar os bandidos perto de {s3} e pagar o preço do resgate. Depois disso, deve trazer a mulher de volta para {s4}.
qstr_The_Village_Elder_of_|O Ancião da Aldeia de {s9} lhe pediu para encontrar uma garota chamada {s4}. Ela está atualmente em {s3}.
qstr_The_elder_of_the_vill|O ancião da aldeia de {s13} lhe pediu que treine {reg5} camponeses para que aprendam a combater os bandidos.
qstr_The_elder_of_the_villa|O ancião da aldeia de {s3} lhe pediu que leve para ele {reg5} cabeças de gado.
qstr_The_elder_of_the_villag|O ancião da aldeia de {s3} lhe pediu que trouxesse {reg5} cabeças de gado.
qstr_Are_you_in_the_mood_|Você está com vontade de lutar, talvez?
qstr_If_you_by_any_chance|Se você por acaso quiser lutar, vá lá e fale com o Doctore.^Ele {o/a} preparará. Estamos sempre em busca de um novo talento.
qstr_Hello_{playername}_o|Olá, {playername}, {um dos nossos melhores gladiadores e amado/uma das nossas melhores gladiadoras e amada} pela multidão, você participará do evento principal?
qstr_You_are_now_experien|Agora você é u{m/ma} gladiado{r/ra} experiente, mas sua porcentagem de vitórias ainda não é boa o suficiente para o evento principal. Você está convidad{o/a} a participar de todas as outras lutas.
qstr_You_are_very_promisi|Você é u{m/ma} gladiado{r/ra} muito promisso{r/ra}, com permissão para lutar em ambas as arenas, mas precisa acumular mais experiência antes que eu possa permitir que você participe do evento principal.
qstr_You_are_an_experienc|Você é u{m/ma} lutado{r/ra} experiente, mas seu percentual de vitórias ainda não é bom o suficiente. Você precisa começar a ganhar mais no campo de provas. Antes que possamos deixá-l{o/a} entrar na Arena.
qstr_You_have_passed_the_|Você passou na avaliação e agora pode lutar no campo de provas. Para avançar, você precisa continuar acumulando experiência e vitórias.
qstr_{Sir/Madam}_since_yo|{Senhor/Senhora}, por ser u{m/ma} nobre, você recebe automaticamente o direito de competir nas Justas e lutas de punhos.
qstr_You_are_a_commoner_b|Você é u{m/ma} pleb{eu/eia}, mas conquistou o direito de competir nos eventos das Justas e Lutas de Punhos.
qstr_Since_you_are_a_comm|Como você é {um plebeu/uma plebeia}, precisa conquistar o direito de competir em eventos de Justas e Lutas de punhos. Lute, vença e todas as portas se abrirão para você.
qstr_Sorry._Ladies_are_no|Desculpe. Mas mulheres não podem lutar na Arena dos Gladiadores.
qstr_You_bought_a_ticket.|Você comprou um ingresso.
qstr_You_don_t_meet_the_c|Você não atende aos critérios para entrar no evento principal.
qstr_I_can_smell_a_fat_pu|Posso farejar uma bolsa cheia de longe. Creio que a sua poderia ser esvaziada, hã?
qstr_Why_it_be_another_tr|Ora ora, se não é outr{o/a} viajante! Que coincidência nos encontrarmos por aqui! Devo adverti-l{o/a} de que estas áreas são um pouco perigosas para {um homem/uma mulher} como você. Mas por um pequeno donativo, meus rapazes e eu podemos nos assegurar de que chegue {são e salvo/sã e salva} ao seu destino, hã?
qstr_Well_well_look_at_th|Bem, bem, olha só! É melhor que comece a soltar o ouro, {amigo/amiga}... ou meus rapazes e eu teremos que lhe dar uma lição.
qstr_There_s_a_toll_for_p|Para passar por aqui você tem que pagar uma passagem. Por isso, se não se importa, tomaremos a liberdade de tomá-la em sua bolsa...
qstr_Another_fool_come_to|{Outro tolo/Outra tola} que quer morrer pelas minhas mãos, hã? Pois bem, vamos lutar!
qstr_We_re_not_afraid_of_|Você não me assusta, {porco/bruxa}. Partirei sua cabeça!
qstr_That_was_a_mistake._|Você cometeu um erro. Agora terei que lhe dar uma morte lenta e dolorosa.
qstr_Brave_words._Let_s_s|Valentes palavras. Veremos como as demonstra com feitos, {cachorro/cachorra}!
qstr_your_lordship|seu domínio
qstr_Plain|Simples
qstr_Please_note_that_thi|Veja, tenha em mente que esse refinamento fará a arma causar mais dano, porém também poderá deixá-la mais lenta.
qstr_A_{s5}?_Well..._Yes_|{s5}? Pois... sim, suponho que sim. Ora, que pergunta mais estranha...
qstr_Eh?_No_it_most_certa|Hã? Não, seguramente não é um {s5}. Se eu fosse você, começaria a questionar minhas vistas.
qstr_This_is_the_{reg4?to|Você está {reg4?na cidade:na aldeia} de {s5}, {senhor/senhora}.
qstr_{s6}_Our_{reg4?town:|{s6} {reg4?Nossa cidade:Nossa aldeia} e suas terras adjacentes lhe pertencem, {milorde/milady}.
qstr_{s6}_Our_{reg4?town:v|{s6} {reg4?Nossa cidade:Nossa aldeia} e suas terras adjacentes pertencem ao {s7} do {s8}.
qstr_{s3}_and_{s5}|{s3} e {s5}
qstr_{reg20?We_mostly_pro|{reg20?Aqui nós produzimos de tudo... {s5}:Atualmente não produzimos quase nada}. Se quiser saber mais, você pode falar com o nosso {reg4?mestre da guilda:ancião}. Ele está bem ali.
qstr_You_gained_2_renown.|Você ganhou 2 de renome.
qstr_Your_controversy_has|Sua controvérsia aumentou em 4.
